author_handle,author_did,uri,created_at,subject_uri,subject_cid
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moyhlgavra2g,2026-06-23T22:36:10.899Z,at://did:plc:euynv325eix7glyek377orak/app.bsky.feed.post/3moyfreoghk2f,bafyreiher2ug5ux5f5vscas7ii4ka5ma5rxtojo6oortujyhgz277thgbe
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moyhyqzx3l2y,2026-06-23T22:43:38.448Z,at://did:plc:wkws2ehxz6g4bdexilmyabz3/app.bsky.feed.post/3moxqcfhf3c2e,bafyreifiaeluqnugfnivt2l5w4lcqjllvhjkqm4ltdkjedwyixynwsegqm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moyzjymovz2w,2026-06-24T03:57:30.441Z,at://did:plc:pjiafkey2cokiupsxpswqlk7/app.bsky.feed.post/3moywmsoiis2u,bafyreiejly73dj6n4cdcla6yjyroqum2sz2bzlksemcyj4wu4jrngbi53a
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moyzndbay52u,2026-06-24T03:59:22.270Z,at://did:plc:lxj2n3ceis75fifzlrwxjlkh/app.bsky.feed.post/3moysik6dk22n,bafyreieqyqrryqqtnvtbsgkdoikcdxqjxhx4ap5tv2ybsrx5jdvnkrkn6i
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moyzryx6ft2w,2026-06-24T04:01:59.224Z,at://did:plc:o4pdps2jkn7uhrdgadni7djk/app.bsky.feed.post/3moy4nfvim225,bafyreif5yjkug7te57srvfibabwurvnrpb3lofimv7yuabrpo4saoq3f2i
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moz5jlkjdc2g,2026-06-24T05:08:51.687Z,at://did:plc:hhz6upbmwtgsneuii6hyxxvo/app.bsky.feed.post/3moytymkvyk2l,bafyreien43desvblperrykt57t74za2meor4nqt65avp7ntxwtb7qot47e
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moz6an6d2p2w,2026-06-24T05:21:45.241Z,at://did:plc:fjcrhjcvd3r6xfl63hzrwliq/app.bsky.feed.post/3moym47umv22k,bafyreife36fol34hrpmayhbfarwpni6sicdzqrxaceudzreet5drxoqezq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moz6jq6kvj2u,2026-06-24T05:26:50.318Z,at://did:plc:sefgphqp2xqwh2hawaixykwz/app.bsky.feed.post/3moyqk6qkas2i,bafyreicncckboj3qaogpedrh5cbnmeizbiyoybfezb3mxbynxjlehqnmsi
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3moz6lhva672w,2026-06-24T05:27:48.801Z,at://did:plc:cnpe7qvcyjrhm6w7w7e4atur/app.bsky.feed.post/3moyod263fs2z,bafyreihej7zwuvnxzlc3fqikfwadu252sx5tkh7wnmftl3vswgfldqyyny
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mozbogdrzr2n,2026-06-24T06:23:09.045Z,at://did:plc:q3glmp5enr5gkuu2uaosjker/app.bsky.feed.post/3moz2m25qv224,bafyreif7xaighvro4mh7sobqv2zmmkas2t6ptw3fvjyg45uy3utplmbabi
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp24v3ookn2x,2026-06-24T14:30:03.700Z,at://did:plc:e4tqkvdjxqapupkv6rnb6agp/app.bsky.feed.post/3mp23pw6vfc22,bafyreicwos33ugfxgo6wbootofu3h4e75eq5lpws33ha3ccm5ltgfmyqmm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp24vvlxsy2g,2026-06-24T14:30:30.889Z,at://did:plc:5o6k7jvowuyaquloafzn3cfw/app.bsky.feed.post/3mozz5ilpzk2c,bafyreih4x56h2kaf2frpkazwofrqocj3dpgyirwztctv6lty5el2dcwt3m
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp25cqnqhx2m,2026-06-24T14:37:41.911Z,at://did:plc:mqwqxvixepbbivsw4ctsizli/app.bsky.feed.post/3mozx3hjdws2s,bafyreigw7vm3sxjxknnax3w2ceeup6exlv7uchvfzzvtxvhxx4otvgytpm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp25wqbm4x2k,2026-06-24T14:48:52.612Z,at://did:plc:fgh2znm63atqvj3u7adl4c6k/app.bsky.feed.post/3mozisbprus2x,bafyreidxuxbcaw54eto3jgkt5lxhjatsrt4jjq7vu6ktxj5mxuh5ja64su
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp26d34yab2t,2026-06-24T14:55:46.640Z,at://did:plc:gcnopllp4j2nrwit7dnoqxdm/app.bsky.feed.post/3mp25uq2jfk2b,bafyreigdy4omaknhbipbuhzwc6dtpetgsluz3lb5fjieu4w2fn5yvlr5x4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp26epazc22y,2026-06-24T14:56:41.303Z,at://did:plc:vj2tpnbgusm3whrqrebrdqiu/app.bsky.feed.post/3moybtll4fs22,bafyreicjhphdctubba334elk2po22zzxz76edg4wea7lfibslolenzs4em
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp26icypq62p,2026-06-24T14:58:42.656Z,at://did:plc:67goi6ijk4cila6ok4esjan5/app.bsky.feed.post/3mozxioppfs2w,bafyreibbw5pzxvt3ex5t57hgq4amddhwmn3dhln5sy76bownl4cbxjff44
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp26k6ou2h2n,2026-06-24T14:59:45.190Z,at://did:plc:ztxeyujqf5njnjv7vl5hctcp/app.bsky.feed.post/3mow3xvdv5k2h,bafyreia7cicd2xbc3n5t7b72d4e3e2u25hmaxwsrynug6jnk7cybx73ggq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2i6pzppb2y,2026-06-24T17:52:17.946Z,at://did:plc:pjiafkey2cokiupsxpswqlk7/app.bsky.feed.post/3mp2d7yhyl22m,bafyreic2kgmgb6hhvcfp7jgbobm6rdfgbjcsfmyhpnxuhuean7io64y7uq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2iacfimd2h,2026-06-24T17:53:10.538Z,at://did:plc:prnvrdt3xmdvqq5nhr44rima/app.bsky.feed.post/3mp2gntekl22k,bafyreihlbc6sywetk45ztkbnrwbhhsnmcus6gvhq3gbbx4oc3mr2ifk4tq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2ibwexb22x,2026-06-24T17:54:05.130Z,at://did:plc:7njugnijbzodxs3vvceug5ss/app.bsky.feed.post/3mp2ciw5pkk2c,bafyreih5z2ct4nfcx53tvn7ahmoahzrukk5qsvqaff3otktd62fae7valm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2jf5kdzl2r,2026-06-24T18:13:47.488Z,at://did:plc:nwdfltgfr2uc4kn3l3gqf5kx/app.bsky.feed.post/3mp2eewjvbs2n,bafyreiatqxqdh45z7o4nghf5b3l64bjgsp5xw2tst3jtpsxx5g44nycae4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2lv7wolz2h,2026-06-24T18:58:33.959Z,at://did:plc:f4cqgnhbwr4247prt47byydx/app.bsky.feed.post/3mp2lcwez4s23,bafyreiah5s242m7jdfyy7wz3nn5bas5cahi4eqinhrk7tnwomznsj7onty
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2lwf3lr42r,2026-06-24T18:59:12.920Z,at://did:plc:it65bworshkb2c6drfp6lnw7/app.bsky.feed.post/3mp2io3kmns2m,bafyreieb47woj77d2anbrkf7sy2hpoqydfqlhgc6jy34xyhxptcywbasrm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2lxyn2se2m,2026-06-24T19:00:07.187Z,at://did:plc:wmbmuqqkwidjq3kljdxuuli3/app.bsky.feed.post/3mp2j6k6kes2i,bafyreihuumbppeqhzj7kjkau7lzda2gsufpcmlm44qfndn5uolnynvo6pa
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2nipaufa2g,2026-06-24T19:27:21.623Z,at://did:plc:pjiafkey2cokiupsxpswqlk7/app.bsky.feed.post/3mp2l5ixk4k2g,bafyreiez6kanx7jig2vjbeo3cq2mqxiweink7kvcvrywmmayoihdys3cbu
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2nkr62be2t,2026-06-24T19:28:30.645Z,at://did:plc:c7ocgtuam5t56eb72y7d4hnu/app.bsky.feed.post/3mp2kiqmnws2z,bafyreiavoyspoiqvo77ll5jbi4byw2onrs2mc74ihhqpw2a6yrqegtwuja
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp2okxud4p2y,2026-06-24T19:46:31.484Z,at://did:plc:6ecvx5pai2xtqufxg66dferj/app.bsky.feed.post/3mp2k4j4vbc2e,bafyreibligdunlozqnpaauaedpkxv4xt4ryk7qziwnpgojabux7swmdnbi
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp35ik5lh42k,2026-06-25T00:13:36.129Z,at://did:plc:s5b3x4exyludm73jcgvupe7q/app.bsky.feed.post/3mp34sosqbk2e,bafyreiaedgyzyvzok4zwflc2wdpiqlvcmw2lvbvibgf6bcrzdnyx77s66q
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3bccz5om2h,2026-06-25T01:21:42.337Z,at://did:plc:sxrh6ppaw3ms4njawldvecnt/app.bsky.feed.post/3mp2irv2sjs2j,bafyreifk5wvynafaejzpom4ca5g3ly5q2jbnvoybuni4bquvjzn7ic2bia
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3fpvuuii2z,2026-06-25T02:40:53.478Z,at://did:plc:ihpglfqq3dapqjmwl2ntktil/app.bsky.feed.post/3mp277phx3k2w,bafyreih2u6d5yclgcl5ik3a2vqkrmjatxgpmhofzb5sgx2xz47v3oi3xnm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3ikraxzh2x,2026-06-25T03:31:42.074Z,at://did:plc:ji7lroxun3yvv2pxhcf7jqsn/app.bsky.feed.post/3mp3fanmwo22c,bafyreihr7ex5m73up542h45cwgsmr2wajjbjbdaleseaeyk52lc5h4kibe
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3ntrm4jp2g,2026-06-25T05:06:13.055Z,at://did:plc:f4cqgnhbwr4247prt47byydx/app.bsky.feed.post/3mp3cpvqgek2i,bafyreigsehcuy5vckeyvkjj55qyhtbjz3sr6l6rwycwhkfwuacpibsl2p4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3okv6rcl2h,2026-06-25T05:19:08.622Z,at://did:plc:pjiafkey2cokiupsxpswqlk7/app.bsky.feed.post/3mp37buhbik26,bafyreiaep5l5cu552esbe32mloxt5nneelqdlaorburypzpe72jkc4v5ay
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3ot5tpc42t,2026-06-25T05:23:46.064Z,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3mp34yxe6oc2e,bafyreicvtuzilpwmqb7zzfwrdsf2z4xqsekf4jzcv47qgqw57bipnh6ueq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3ovxsrzb2a,2026-06-25T05:25:20.471Z,at://did:plc:jgykgyxiy7hqrbxewjw3otz3/app.bsky.feed.post/3mp2ee43hds2j,bafyreihihmke3k4yzn2sz7lnwrskrhepszulctqk4wlac6yidr3rnd6uue
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3p2uxus72m,2026-06-25T05:28:05.266Z,at://did:plc:fp4robdabnsyec3efs34gvaj/app.bsky.feed.post/3mp35n5b5vk2s,bafyreienu22zco5k7ht4zk6rotujeqg3qi6737zqatyhwvvyzws5ikboau
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3p543gmj2h,2026-06-25T05:29:19.829Z,at://did:plc:xxvwma6qczn47v7da6p7jmpj/app.bsky.feed.post/3mp2dyi6tz22c,bafyreigoczgu7iydphzwaauusww3hkmsockifnu4bnmnl2sd4bngd5rcau
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3qa3dghv2p,2026-06-25T05:48:53.443Z,at://did:plc:miczfsfixolk42l7343z3bpd/app.bsky.feed.post/3mp3cl7hlkk2f,bafyreihzegslvmspm46d3ltcfow6rlxu4bngxen6sbrq6puzliqx7jv5xm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3rpdbcdp2g,2026-06-25T06:15:18.814Z,at://did:plc:hakzua5btcgcfjye2yujlhos/app.bsky.feed.post/3mp3axgwngc2h,bafyreicy5mpwlqr5yjq4k3e7ufi2r5brsspmortt74dp2pf3zajsqidcae
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp3s26snwm2z,2026-06-25T06:21:23.238Z,at://did:plc:2whlowi5jjjqrdrrj4lxh2lx/app.bsky.feed.post/3mp3rpbskv22h,bafyreih5o3pe2erewcsgwyhzd3jvau7fybygcv5zxo4cvxo2ngknuktpnm
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4mo7etrk2m,2026-06-25T14:17:52.833Z,at://did:plc:5mcmpy5a7c42p2mqfrzhlrpx/app.bsky.feed.post/3mp4lbcqtbc2f,bafyreifoorhhqv46fczde5zvoctqafkte5t62mehfns2rlm4acyoyokh5q
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4moqik562j,2026-06-25T14:18:10.780Z,at://did:plc:u4o26nximjdtgooqshfz45zr/app.bsky.feed.post/3mp4m6v4t5s2d,bafyreihtvl75gq6pod66sxf5bzm64i5ifxqygwtxq4szm4nogwoyihkmke
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4mpvswzw2a,2026-06-25T14:18:49.827Z,at://did:plc:dtwphuxvtvimwtra5yh4ujt4/app.bsky.feed.post/3mp4m6os4tn2j,bafyreicayaeduo623mtt5wapxos7hn3t5zym2ncovmk2c2zcol2j6en3om
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4nkowkm42t,2026-06-25T14:33:47.959Z,at://did:plc:353gzbhcjbznfxegvayffqek/app.bsky.feed.post/3mp4lpj6bnc2h,bafyreihafg4gaxg6tprc7zjyspli23wxo7zrsrnvodiybsp4sxkk22qy5y
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4nm77ocb2r,2026-06-25T14:34:38.580Z,at://did:plc:s5b3x4exyludm73jcgvupe7q/app.bsky.feed.post/3mp4j7ixzs22a,bafyreiaej3v645vdku7et5yeaav2pzwuf56cof6js7tgh6nmidqpc3t5oa
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4p7obf6q2x,2026-06-25T15:03:26.351Z,at://did:plc:z6rujpf4u56jfie7aqic2nfg/app.bsky.feed.post/3mp4or75x4c2v,bafyreiaqvefe7iuhhl5dujhhgo4qeip7szb4553hlb5szxbdmagowne5x4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4paozsml2m,2026-06-25T15:04:00.706Z,at://did:plc:serlxfuuco5zwtgjbezfqib5/app.bsky.feed.post/3mp4p3hc4xs2g,bafyreic2dkjlmh7bzyirpya7qdkevsttkc56siwwaxhnwabiupc5sqkzuy
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4q6akkgu2m,2026-06-25T15:20:32.151Z,at://did:plc:nvfposmpmhegtyvhbs75s3pw/app.bsky.feed.post/3mp4o7u6je222,bafyreifucgphrgljoa2y3mhv7xwknr4zwy37ufzzvfmcfoo5zqa2ckcy4i
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp4wzglps52p,2026-06-25T17:23:06.070Z,at://did:plc:bbp2b224lro3bfnzcqwwnkfo/app.bsky.feed.post/3mp4tt2btz22o,bafyreifhgg5fibddjb22nzrx7vcckk7rzmrm3gdbsgpv57uf2r5yd6t6ha
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp54aafo7y2h,2026-06-25T18:56:23.233Z,at://did:plc:bam3rkdzsg74tx5ddflbgils/app.bsky.feed.post/3mp53yzggus2m,bafyreidbwommefctforujgcmhuo4ywmj2sbg4ebwqsyame2qft6syb4dgu
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp54b6cbqo2m,2026-06-25T18:56:54.586Z,at://did:plc:dpnbrqvgt2cdsxkljxe66go4/app.bsky.feed.post/3mp35lofnjk2g,bafyreidk4d4kjlyf5kidvxuyeum4jvpctu4mdtej3pksuamkws7llvqkuq
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp57nlqk2x2t,2026-06-25T19:57:32.585Z,at://did:plc:lg6hh4x2uqmax3yfqb6phmau/app.bsky.feed.post/3mp5444ptn62b,bafyreigaxfkk2q3in2dr7inussi6fa4qjrzl4z6aksbbkal5c57woy7mim
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp57ohycxp2t,2026-06-25T19:58:02.201Z,at://did:plc:bbp2b224lro3bfnzcqwwnkfo/app.bsky.feed.post/3mp54bdzous2f,bafyreiebwaxfnreju6oelqhmi77pyobu5oxjwi6k2dhyrblwcn7l5meary
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5apomrj22m,2026-06-25T20:16:36.447Z,at://did:plc:s6j27rxb3ic2rxw73ixgqv2p/app.bsky.feed.post/3mp3q7jz4xs26,bafyreieutx5ag5o7th5ysutyc36urtaodigzxb4b7obxg3xqsu2pbpgcy4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5c7kqvdr2h,2026-06-25T20:43:22.837Z,at://did:plc:2hltimymy65zl5ba7ifsq3qr/app.bsky.feed.post/3mp56wasej22j,bafyreicsrbexapexcyefwjke6mayl34572dd3wotaowcv54pyrj4kjfsya
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5f7p7hmm2e,2026-06-25T21:37:08.553Z,at://did:plc:64luxclrk3fhiwecrf7ink5n/app.bsky.feed.post/3mp52h47yp22x,bafyreicdlefos3ilywnj6yfg7owq2y2bv37mtnyrlodl7a6yopx6vyvofu
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5hfvve2d2p,2026-06-25T22:16:24.601Z,at://did:plc:bxhcf4okvitdnuabsslfwikd/app.bsky.feed.post/3mp5gdk4nzs23,bafyreidznqc4v4e7qzcvmdbppoe4x4o4atf4eaw2pvwm3k67ncavo6mf7a
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5hgwzeyf2m,2026-06-25T22:16:59.313Z,at://did:plc:5o6k7jvowuyaquloafzn3cfw/app.bsky.feed.post/3mp5dbpbon22z,bafyreidxemrzesuzirznc5afdxjrcrgvex4bjw2ns5dcpginskd25maopu
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5hlu7r2s2t,2026-06-25T22:19:44.083Z,at://did:plc:iu4j537hox5huj4bwnwgub4z/app.bsky.feed.post/3mp5em7h6ee2o,bafyreid3dyfp6lfbitvbrobqkkcunxk3ugeym7uz2tuh2vjije57jrh4um
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp5n2fze322l,2026-06-25T23:57:21.414Z,at://did:plc:yzgljtt6hkresm3rawuhvfk7/app.bsky.feed.post/3mp5jtwfxwp2a,bafyreigtr43x5ekiuewr5qchmgoopgwecwkrojuffbrzcnztv3yybgazqy
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp63bt75lf2b,2026-06-26T04:12:02.721Z,at://did:plc:ff6rvyq5bob7idb4dkxki22l/app.bsky.feed.post/3mp5loxoq2j2v,bafyreicixlikbuvq6neeuscr3r52astn6ptc3gvm4x2pdeyewiqcsruyn4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp6cf4coyw2m,2026-06-26T06:19:09.116Z,at://did:plc:2ghpw7ahvtygtfbkwrevzfkz/app.bsky.feed.post/3mp5yeooirc2o,bafyreigrcrc2iejtegl7p2l62ezejlmvtzwlzjxr6whc6p5gzxbutz63ti
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp6dy6qa272b,2026-06-26T06:47:42.918Z,at://did:plc:h5zkfkc35wkb53udnemrica5/app.bsky.feed.post/3mp5hrglg522x,bafyreibad6v4yabvtx2nnv3wxrgqa4ouxh326i4buewajnm4vkts7onlim
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp76wws2lc2l,2026-06-26T14:50:12.506Z,at://did:plc:s5b3x4exyludm73jcgvupe7q/app.bsky.feed.post/3mp72srkg4c2k,bafyreia376dlkukwaa7pg64mcazva5ey777xmhpbh773kyulcj3plsfmfy
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp774syjea2m,2026-06-26T14:53:29.844Z,at://did:plc:4lx6nur5wstwoc4wtgj56kyu/app.bsky.feed.post/3mp6xdu4i222a,bafyreiga35366sfsm3g74epwko6wek453d7a3yll3awy7l4l3j3xixiq5a
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp775mdekf2b,2026-06-26T14:53:56.407Z,at://did:plc:7qqkq2zdwq4j5jingukgtuky/app.bsky.feed.post/3mp6w6i6v3k25,bafyreihsn2mtqeqg4pxirjsvssjetrzistgszdnqwhc7fbzc2j23psjqf4
mkg-sd.bsky.social,did:plc:rau2tcsrb4epifp6pz3otat3,at://did:plc:rau2tcsrb4epifp6pz3otat3/app.bsky.feed.repost/3mp7762c3ek2u,2026-06-26T14:54:11.054Z,at://did:plc:svawqo4jxobyyuqmixplvcux/app.bsky.feed.post/3mp6v5n5mgs2m,bafyreia5iztm47h6mon3iqyds5iw7qslhbi2wy4nnwo7tbhbtrax5qd4wq
