uri,is_political
at://did:plc:iczg6a2i3etk5bscga6uv6od/app.bsky.feed.post/3mmykmwsubs2e,False
at://did:plc:xnmkjaouspdzqv4hzvvcf3j3/app.bsky.feed.post/3mmyfbwuwwj2q,True
at://did:plc:vggunpnicjhemh2thquhcgth/app.bsky.feed.post/3mmyehnmod22x,True
at://did:plc:j4df5owui26ko3yx7hu5c6vk/app.bsky.feed.post/3mmyebjxwl22r,True
at://did:plc:ul6257nlxim4rdn7i7ujruy2/app.bsky.feed.post/3mmye23smqc2w,True
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmycqnjflv2b,True
at://did:plc:ug7a4qjqls6jfnlr74cuqvl2/app.bsky.feed.post/3mmyc7edojc2b,True
at://did:plc:rvxsw2jtyf5kvoevlj6l22vk/app.bsky.feed.post/3mmyad4gexs2c,True
at://did:plc:bnrbtw6jsib7wknhaet7gvcl/app.bsky.feed.post/3mmy6nhmszc26,True
at://did:plc:d7peifwjyblmztynop67ujiw/app.bsky.feed.post/3mmy4o3qu3u2o,True
at://did:plc:zdq2sst2j4mm4tbsuroc7hsq/app.bsky.feed.post/3mmy4j32s622o,True
at://did:plc:4hcakeaznxxhheyymlm5fyor/app.bsky.feed.post/3mmy3slax5c2y,True
at://did:plc:u7hxef7qmcryysno4htqhdcb/app.bsky.feed.post/3mmy35gpun22i,True
at://did:plc:2ebzd33hp2r7rws4rl4rizfl/app.bsky.feed.post/3mmy2gdgtak2k,True
at://did:plc:7oc6pe6qxsppluxr3ehwpg5i/app.bsky.feed.post/3mmxyelfcfr2k,True
at://did:plc:qzszddraggl4m5d2wskzvetl/app.bsky.feed.post/3mmxwnhmhvz2y,True
at://did:plc:jbsib5xuwuowvb333ipr3d7h/app.bsky.feed.post/3mmxvtjzyl22q,True
at://did:plc:wm5b3q2znvnatujmm46yucon/app.bsky.feed.post/3mmxvjlb4tk23,True
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmxvfhvvwf26,True
at://did:plc:z77ilmnboc6u2763u4do7w5l/app.bsky.feed.post/3mmxr6mg2jk2k,True
at://did:plc:fv256ijb3ftgb6hewcujshxw/app.bsky.feed.post/3mmxn77hlp227,True
at://did:plc:xue5swnq6tayordlqnfretto/app.bsky.feed.post/3mmxlgy5gps2k,True
at://did:plc:lbfc7sn3rl27ld45wxkizbgz/app.bsky.feed.post/3mmxkxvp5dc2h,False
at://did:plc:62taimf2n2qfrbarj2nkxy53/app.bsky.feed.post/3mmxityxpfk2h,False
at://did:plc:3uwhz4hytwdinuzhmadq73dn/app.bsky.feed.post/3mmxiiumc7s2p,True
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmxhyjcsqz2t,True
at://did:plc:5nswjcka6ohc27d34u3sy7mv/app.bsky.feed.post/3mmxeouevm22w,True
at://did:plc:s35z2qcycwi2ogyzogczui7x/app.bsky.feed.post/3mmx5p6mirk2k,True
at://did:plc:a6lliy6lr4vdui4jke7rcj7r/app.bsky.feed.post/3mmx53ggt622i,True
at://did:plc:wnhlwfb44kfyi4gb6yc2tvbz/app.bsky.feed.post/3mmx4r3r2xc22,True
at://did:plc:7shrfzwpz4mmnoc73doxithq/app.bsky.feed.post/3mmz7sadqo225,True
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz72z6gpp2i,True
at://did:plc:prnc5joiyf7mwlrcoeo4xj4r/app.bsky.feed.post/3mmz6yqrcbk2x,True
at://did:plc:i4lpgcshkgqnm7tsqn64d7zx/app.bsky.feed.post/3mmz6su2mxs24,False
at://did:plc:46viq7iv5ducp5e5jvsbh6mx/app.bsky.feed.post/3mmz6kklfcs2u,True
at://did:plc:hzjcio4lli5xqtksag2sncdx/app.bsky.feed.post/3mmz6khmafc2g,True
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz6cvjb372i,True
at://did:plc:huap3ahtpjtkrb6dyd2c62wk/app.bsky.feed.post/3mmz6ch7dwk2b,False
at://did:plc:e3adzvtg56lfn3wpdlfjwnoc/app.bsky.feed.post/3mmz67rwlgs2u,True
at://did:plc:pggdgcq644d5lppxzjyiledn/app.bsky.feed.post/3mmz66ntzda2d,True
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz5wsgxqp2i,True
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmz5opf3gt2k,True
at://did:plc:kz3wodi4q2qkin4hcqfs66kk/app.bsky.feed.post/3mmz5i3rosk2b,True
at://did:plc:smtwmk5lbhomejy6cc3hqglr/app.bsky.feed.post/3mmz55en2wc2o,True
at://did:plc:6eh7cqwyws7wph3xj7bywthl/app.bsky.feed.post/3mmz54xv4ac2r,True
at://did:plc:jp2rl3twzm5rpxwa5bbnge6j/app.bsky.feed.post/3mmz4yl7his2u,True
at://did:plc:y7v3ohatw42wnod4wtls6e2t/app.bsky.feed.post/3mmz4uo3jjl2q,True
at://did:plc:ajunyb5hmvbllgvrqjzi5gy5/app.bsky.feed.post/3mmz4q3yd3c2d,True
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz4p75kr52i,True
at://did:plc:ioy3xvudekzsatjxokajse3m/app.bsky.feed.post/3mmz4lykh6s2v,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4lfd4r226,True
at://did:plc:xsoucnnpbf4jehj7iju62p7g/app.bsky.feed.post/3mmz4jwpzyb2c,False
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4izh3ik26,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4e6lyyk26,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4bldbj226,True
at://did:plc:zfty2dfsg3woou74uazhib5t/app.bsky.feed.post/3mmz3z2go5k2r,True
at://did:plc:axpzyhl2p5zy5nmb2vppqvmd/app.bsky.feed.post/3mmz3ygvo5k27,True
at://did:plc:e4krmzzwteov2qm2lrwaiyhs/app.bsky.feed.post/3mmz3y4hwhk2u,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3xhrryc26,True
at://did:plc:i6silxwkmcjzp4qjfab2iomm/app.bsky.feed.post/3mmz3xaya322k,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3tcnwkk26,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3rwmnus26,True
at://did:plc:iqk3dls76c5bztq7robb6jnd/app.bsky.feed.post/3mmz3q4mcqgf2,True
at://did:plc:mec75muei3zce23djcw2afqa/app.bsky.feed.post/3mmz3nuojgw25,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3npetnc26,True
at://did:plc:z2d5kwuo6iruguposfljsx64/app.bsky.feed.post/3mmz3jgm6vs2a,True
at://did:plc:ujqjkkshssjfetjjunz64yyh/app.bsky.feed.post/3mmz3hmk2x22u,True
at://did:plc:auosi5l2g76gykunujwg3cga/app.bsky.feed.post/3mmz3hdhxqk2n,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3fker2226,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3d765d226,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3a522vk26,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz34c6cik26,True
at://did:plc:5nwxaklwb5khhyvwjqm7htac/app.bsky.feed.post/3mmz2z3nzqk2n,True
at://did:plc:hoggkvllepdburz27lrs4k7q/app.bsky.feed.post/3mmz2ybgrcc2b,True
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz2yalsyk26,True
at://did:plc:vtmv733c234ewi24w2edzxjd/app.bsky.feed.post/3mmz2vuwgmk2j,True
at://did:plc:jz46bc3dfdz4manpm4y2qyqs/app.bsky.feed.post/3mmz2vnyjzs2d,True
at://did:plc:af42ynj22io4xdgpkz7b77ew/app.bsky.feed.post/3mmz2vccfes2n,True
at://did:plc:6zuvtiklilz3ihynwdy52jn6/app.bsky.feed.post/3mmz2rvmals2p,True
at://did:plc:f5oinzvc4mec6w27y2k77v65/app.bsky.feed.post/3mmz2pqoxei25,True
at://did:plc:4ypydtsxlmkfyoyoxb26o4wd/app.bsky.feed.post/3mmz2lmwels2f,True
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmz2f45ap222,True
at://did:plc:yxvquynjzxk4eexepivljnts/app.bsky.feed.post/3mmz2bfq4uf2m,True
at://did:plc:fec3u6wzrcgti2k4mrp2hfux/app.bsky.feed.post/3mmz26z3w222w,True
at://did:plc:jswt5hsgftd3xjinioie4e37/app.bsky.feed.post/3mmz26s73n22c,True
at://did:plc:a4atdflwb3bimuph4jbhuse3/app.bsky.feed.post/3mmz23qpta22i,True
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmz225w3s222,True
at://did:plc:dutvbtidkzyzyurmpiq4zbpx/app.bsky.feed.post/3mmyzynoq3s2o,True
at://did:plc:zrh3ge3debjxtaeyc32wnndq/app.bsky.feed.post/3mmz7eap5x227,True
at://did:plc:2wyta7nppx2mfk7gacwxsqr6/app.bsky.feed.post/3mmz5uotq4c2t,True
at://did:plc:fvqtpn5xua5sobf2s4nr2jf3/app.bsky.feed.post/3mmz5jzufys2g,True
at://did:plc:ew3npkvqvbrqbkxbeklaad2b/app.bsky.feed.post/3mmz5jvkgay22,True
at://did:plc:jixuledxwe4cjmrkkil4akvl/app.bsky.feed.post/3mmz4wpnm722w,True
at://did:plc:6e2uqumh7x42shb6zhca45ry/app.bsky.feed.post/3mmz4qxzwpk2v,True
at://did:plc:ivd76aneuqrstpbkzoyokkzi/app.bsky.feed.post/3mmz4axdpos2e,True
at://did:plc:uduaobssawxzpw37bvnb6ecn/app.bsky.feed.post/3mmz4agi53k2a,False
at://did:plc:nreoc6lbmfdgciqb6htdhawl/app.bsky.feed.post/3mmz3e4y3os2v,True
at://did:plc:5qbf7iuc4ue2tiyhufwyvbp2/app.bsky.feed.post/3mmz2vwv5hc2k,True
at://did:plc:uopituhzgetwgfpnkpe7fiku/app.bsky.feed.post/3mmz2cgkquc2w,True
at://did:plc:ap2tcp3nhtwwxtfijevobxzg/app.bsky.feed.post/3mmz2c2bmrs2r,True
at://did:plc:hdsuno4mbeea7c6vyipevt2r/app.bsky.feed.post/3mmz23umnek2g,True
at://did:plc:gsk4ru2wtc6hxcrqv4mr26fj/app.bsky.feed.post/3mmyzkkeaw22w,True
at://did:plc:bchtugeqt3bw4vqz24qc73hw/app.bsky.feed.post/3mmyz62x6rk2f,True
at://did:plc:isvv7wuteqfpss7zei7zy7a6/app.bsky.feed.post/3mmyybfwv722s,True
at://did:plc:wjkj5bmui5kuzsfrxgtq43g5/app.bsky.feed.post/3mmyy3olgfs2g,True
at://did:plc:isvv7wuteqfpss7zei7zy7a6/app.bsky.feed.post/3mmyy2lzkpk2s,True
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyxnugbx22t,True
at://did:plc:xgkx5ptpt2crlmtlzr4mjivh/app.bsky.feed.post/3mmyxhzlnk22a,True
at://did:plc:yg5opdxtxd5dbo5zxingdqj7/app.bsky.feed.post/3mmyxccp5bd2y,True
at://did:plc:v2dhcxmzkcse6ufkbmhqlj2o/app.bsky.feed.post/3mmyx63g7da2w,True
at://did:plc:qs37yyyoiic4ufqzywslcrh4/app.bsky.feed.post/3mmyx3jhf7k2q,True
at://did:plc:xdrmdificlltovjippwxtyl5/app.bsky.feed.post/3mmywlhx75224,True
at://did:plc:5yqijy7xxlw6ekucc35njyke/app.bsky.feed.post/3mmywctru7k2j,True
at://did:plc:e4hhpvt2ozbklfcqcc7pce6o/app.bsky.feed.post/3mmyvm66erk2r,True
at://did:plc:3c32rkdtncyshht5xnrt23zj/app.bsky.feed.post/3mmyv3lfyrk27,True
at://did:plc:ndwtrg3nilxu7hc6l7zqwlpn/app.bsky.feed.post/3mmyukdfxqs2z,True
at://did:plc:paejvikjv5occibgxbge2kii/app.bsky.feed.post/3mmytwpywvs2d,True
at://did:plc:paejvikjv5occibgxbge2kii/app.bsky.feed.post/3mmytwpyn5c2d,True
at://did:plc:esfuynq6e5yxpkcitfucp7eo/app.bsky.feed.post/3mmyswu4qj22g,False
at://did:plc:s7b72q66wdfnjnye2efelftg/app.bsky.feed.post/3mmysptv7d22t,True
at://did:plc:a522viaokkdmy4bq3uxhiyry/app.bsky.feed.post/3mmyrlfwfz22m,True
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyquxr4nd2x,True
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyquxkiq32x,True
at://did:plc:kxyfllssuk6fvy35d5c6m6uk/app.bsky.feed.post/3mmyqos4yl22g,True
at://did:plc:fvrapn7w2ftb5677mg2sls4o/app.bsky.feed.post/3mmyqbti6z223,True
at://did:plc:i3jd24ocs6yrsxbk4njb2rqo/app.bsky.feed.post/3mmypzvngcc2v,False
at://did:plc:zqd5n7bblmxw2qhkicimgmix/app.bsky.feed.post/3mmypz3dkts2s,True
at://did:plc:zjklcfgk2spfrkeubi22rzan/app.bsky.feed.post/3mmypx6o7sc22,True
at://did:plc:hbwijwmg4sr4zma6pr6soxov/app.bsky.feed.post/3mmypuld63s22,True
at://did:plc:5otyxwigslrvse4mqe5ag2ol/app.bsky.feed.post/3mmypntotkc2b,True
at://did:plc:hl665htx3p4kbx6x24b5bgj2/app.bsky.feed.post/3mmypntll2k24,True
at://did:plc:xjhfhjerurn4wuxxvfc7rpc5/app.bsky.feed.post/3mmypgay4fc22,True
at://did:plc:ns6mew63gkgvftflpcl2xx5x/app.bsky.feed.post/3mmyp6dfqsl2k,True
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyp4mxszl2x,True
at://did:plc:kpcgjjfuvvj7jdn6dpsy73eq/app.bsky.feed.post/3mmyp3ffre22c,True
at://did:plc:wocrel6befosrtgafbfc6hlk/app.bsky.feed.post/3mmyoqkfz222i,True
at://did:plc:hpk2qicem7kz7u7a2gyi3ajh/app.bsky.feed.post/3mmyomn72f22d,False
at://did:plc:6cuhyh72wwthjmwrcnob5b62/app.bsky.feed.post/3mmyokpac5c2h,True
at://did:plc:mwkuptzfe3lok6ffriscmmhy/app.bsky.feed.post/3mmyoavj66s2u,True
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyn7qp6pc2x,True
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmymvnbl7c2x,True
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmyzsfkz5k22,True
at://did:plc:25towud5ixs5i6x6rnn7qmw3/app.bsky.feed.post/3mmyw6bmhhc2m,True
at://did:plc:e4hhpvt2ozbklfcqcc7pce6o/app.bsky.feed.post/3mmyw4mulqc2r,True
at://did:plc:sr3cp7q3p7zrnb6r276syycf/app.bsky.feed.post/3mmyvsjibqy2p,True
at://did:plc:qgimsdoqyxdklecbembcwvc5/app.bsky.feed.post/3mmyvmp3uvk2w,True
at://did:plc:phoeuobk2oxajp7qkdryfjwo/app.bsky.feed.post/3mmyucq4c5k26,False
at://did:plc:66xhjlkx4fhuyvotrieiztbm/app.bsky.feed.post/3mmyt4fy6ic2t,True
at://did:plc:sfsowlsdggzs2wz5vvhelylf/app.bsky.feed.post/3mmyoot6dmc2z,True
at://did:plc:i3hdbblocify4nx6d2sszuql/app.bsky.feed.post/3mmyfqq4bi225,True
at://did:plc:5zqjavyvxgpqup52vic4whgn/app.bsky.feed.post/3mmyapo2aqc22,True
at://did:plc:u2cn5xb7qkvb6pu6ydmshyta/app.bsky.feed.post/3mmy6nxrryu26,True
at://did:plc:ytvcng5tektt3zrqlxtjhtep/app.bsky.feed.post/3mmy2cj6mss2q,True
at://did:plc:onosb7hressea4vw5yyiajsk/app.bsky.feed.post/3mmy2aml7c22f,True
at://did:plc:7m4mxuours4cjhrm5exausy5/app.bsky.feed.post/3mmxvq2s7ic2e,True
at://did:plc:mb74medxp5ft5aha4noes2h4/app.bsky.feed.post/3mmxo7sua7s2r,True
at://did:plc:qdr5l6todja5wv7kzsn56mv6/app.bsky.feed.post/3mmxknyu25s2r,False
at://did:plc:afj3o7yatzf64x5gekjalbad/app.bsky.feed.post/3mmxken3yts2k,True
at://did:plc:st535ku3pt3iqhksgcwtvfvq/app.bsky.feed.post/3mmx7tu2lic2g,True
at://did:plc:de2b26mcnrp3uc7zxg7enx7o/app.bsky.feed.post/3mmx5x4xmwc2g,True
at://did:plc:tzj3f7pdfqbhmnwqcfaldmcv/app.bsky.feed.post/3mmx4fp6mrs2d,True
at://did:plc:mwuefy4n3swcxw5dzeeeufg4/app.bsky.feed.post/3mmx34krktc2f,True
at://did:plc:sltg7gg4yo2n3di6quug7ayy/app.bsky.feed.post/3mmwzp3gobk2p,True
at://did:plc:geqs6en4gtc67hvwobohy2uc/app.bsky.feed.post/3mmwyidu56c2u,False
at://did:plc:4ukatsh4olqx76bkdxj2rwmn/app.bsky.feed.post/3mmwx5eqixr2p,True
at://did:plc:4ukatsh4olqx76bkdxj2rwmn/app.bsky.feed.post/3mmwx5eqixq2p,True
at://did:plc:icdtlkkcasrca7fax7vvq5po/app.bsky.feed.post/3mmwv3b2ttk2e,True
at://did:plc:qgv3qtybvsl3jfmgi453vgbc/app.bsky.feed.post/3mmwuze7ifs2w,True
at://did:plc:al4gzqb5b4pnio3tj4ydha4c/app.bsky.feed.post/3mmwuojgczs2a,False
at://did:plc:g53qeu4ccuticcil7hoqd4il/app.bsky.feed.post/3mmwuf3he6s24,True
at://did:plc:wdtwancdfrucjhz55jl4avga/app.bsky.feed.post/3mmwsuros2p2o,False
at://did:plc:df6hugxknby3dd6ste553aex/app.bsky.feed.post/3mmwsjcimoy2u,True
at://did:plc:d63bnayyde4ofavshjaqxgau/app.bsky.feed.post/3mmwsa7ujuy2q,False
at://did:plc:ujvgsqiuj3cbfhtmzlr3hwsb/app.bsky.feed.post/3mmws3pm5x22q,True
at://did:plc:56jgipufrq2rypjjfhnv4ufo/app.bsky.feed.post/3mmwrwy7qhk2b,True
at://did:plc:wgm4ommvltbrdsr7bbygkzcr/app.bsky.feed.post/3mmwqyhaeq22s,True
at://did:plc:75dopidsrwpadtzolnpe5g4g/app.bsky.feed.post/3mmwqboeqlv2g,True
at://did:plc:dn2jkgucy3acbuklxcavzghs/app.bsky.feed.post/3mmwpkeahbc2p,True
at://did:plc:54blq35yjjlsprwhyfzmhp56/app.bsky.feed.post/3mmwnwvb5fs2y,True
at://did:plc:vgecb4gqqyz2yhegu5cu73dj/app.bsky.feed.post/3mmwnvhaobc2c,True
at://did:plc:fc2gusbhlelz43l7oexi5zq4/app.bsky.feed.post/3mmwmncuhac2f,False
at://did:plc:wknnk4h7rdluxzgpzygfjwrd/app.bsky.feed.post/3mmwmbblwk22d,True
at://did:plc:s7v5f35fc72k7jq4lfjntwhh/app.bsky.feed.post/3mmwm5qeq5s2c,True
at://did:plc:xfeok6faghfkzhflk4tpfzmn/app.bsky.feed.post/3mmwm4hnzn22g,True
at://did:plc:i4tgn42sadgvr3hkslicvpjs/app.bsky.feed.post/3mmz6vohdes2x,True
at://did:plc:pelcx6335zuov2bi6kday2q6/app.bsky.feed.post/3mmz6hfw76s2p,True
at://did:plc:iwqdab3ifz6ooighwhslpiiz/app.bsky.feed.post/3mmz5vdw37x2w,False
at://did:plc:l5frbcjkce3qevn46zgjkzxm/app.bsky.feed.post/3mmz5eioels2r,True
at://did:plc:ttmxxh26a6xgbfl4e7ub3imf/app.bsky.feed.post/3mmz4skmcsc2k,True
at://did:plc:aiz2o3hhpuwzv54rpbywqu2y/app.bsky.feed.post/3mmz4a5jsy22k,True
at://did:plc:3hkvjk3s7etvwhpqxbeb6trk/app.bsky.feed.post/3mmz2dirf6k2t,True
at://did:plc:z4azwfwdyessd4xpcw2wsiin/app.bsky.feed.post/3mmyzoknj3c2y,True
at://did:plc:bhpniugmbkajtm2udbf4ejd3/app.bsky.feed.post/3mmyyvpz62c2z,False
at://did:plc:rqj747cvjmyfw27lziydwp4u/app.bsky.feed.post/3mmyyutxx4c2b,True
at://did:plc:eq5x2rk6bzp4esklll6wwwka/app.bsky.feed.post/3mmyxlyq6vk2j,True
at://did:plc:goqh2c3wbkm5ff3swd2y4vtx/app.bsky.feed.post/3mmywisz7kc22,True
at://did:plc:6sytjlbkpq4affd5wbcvrfce/app.bsky.feed.post/3mmywbwhcz22j,True
at://did:plc:eej4ojwagi3xfdux5frlxzo2/app.bsky.feed.post/3mmyv45s53k2d,True
at://did:plc:bw4kavxmgig3gooadg5ldvhp/app.bsky.feed.post/3mmytpkaeok23,True
at://did:plc:jz46bc3dfdz4manpm4y2qyqs/app.bsky.feed.post/3mmyt2g5eek25,True
at://did:plc:y2sxmjqjfshio4rw4wfrg7td/app.bsky.feed.post/3mmysg7dt3c2a,True
at://did:plc:y2sxmjqjfshio4rw4wfrg7td/app.bsky.feed.post/3mmysfvw5r22a,True
at://did:plc:p6phcjwkds5okrj5wuuhrxxn/app.bsky.feed.post/3mmysbyeu2c2u,True
at://did:plc:eqynp52b6yfxo6t2wgqridwg/app.bsky.feed.post/3mmyrvznzmc2f,True
at://did:plc:pvcxicdndphhuiqczyzu43dw/app.bsky.feed.post/3mmyrj62q6625,False
at://did:plc:ywfcvjez33ey4z5rsf7pgdx2/app.bsky.feed.post/3mmyr6dgrrs2x,True
at://did:plc:rozyqg7p64o2wuywr6bpvyec/app.bsky.feed.post/3mmyqk7jkls2f,True
at://did:plc:lrr632kvugzfk2vsghjytvgl/app.bsky.feed.post/3mmyq6k3xus2e,True
at://did:plc:wnhlwfb44kfyi4gb6yc2tvbz/app.bsky.feed.post/3mmypwxp2722s,True
at://did:plc:v4us3a725gax4g5r4ot5mxcy/app.bsky.feed.post/3mmypscfjdk23,True
at://did:plc:d4z6zveh6n4qifdn223mj4uk/app.bsky.feed.post/3mmypcaq2cs2t,True
at://did:plc:ba4ljetiaeiu5vrpfhymga7a/app.bsky.feed.post/3mmypbnwkbc26,True
at://did:plc:ituyfq7lklxce2do3trp7owl/app.bsky.feed.post/3mmyp4kjcdc2g,True
at://did:plc:nhdtzg7mmjr3bhiqozvlqhez/app.bsky.feed.post/3mmym5ja22k2v,True
at://did:plc:dj2og4fejbzniy3qkvua33so/app.bsky.feed.post/3mmylyu2k632j,True
at://did:plc:bjdjomgx7t7f3agie7ndvosb/app.bsky.feed.post/3mmylgbnm6k2p,True
at://did:plc:bjdjomgx7t7f3agie7ndvosb/app.bsky.feed.post/3mmyl57aicc2a,True
at://did:plc:bjdjomgx7t7f3agie7ndvosb/app.bsky.feed.post/3mmyl57aefc2a,True
at://did:plc:7jzcvltv54nymu3esx3n5wxq/app.bsky.feed.post/3mmyksgmpms2w,True
at://did:plc:jpw3yieqid6tcywrp7yfguol/app.bsky.feed.post/3mmykh7cp422b,True
at://did:plc:ndpimx6b354av7omhvflkqpb/app.bsky.feed.post/3mmyk2nfv7c2w,True
at://did:plc:bi65gimlgyzlwowmhi5bkixl/app.bsky.feed.post/3mmyjkpzfxs2h,True
at://did:plc:zhbhwsqkcvnmetkjfjn2hqmx/app.bsky.feed.post/3mmyj5mdoyk25,True
at://did:plc:sgjgzuvgkirqy6hpbtjqqbu2/app.bsky.feed.post/3mmyii4f65k2k,True
at://did:plc:swj6nxxfi5gcpgjdzvo25cri/app.bsky.feed.post/3mmyifhco442b,True
at://did:plc:pp66gvuh6w7tnshtvjxll72e/app.bsky.feed.post/3mmyi67bvb22n,True
at://did:plc:u455z3rms23s5bhlwcvfpptq/app.bsky.feed.post/3mmyhyvhxjc2e,True
at://did:plc:rcnjiioypt7yjoqq2mmvcnfm/app.bsky.feed.post/3mmyhnhhlmk2l,True
at://did:plc:fkl6nf6t3ff74z5sv63oiyww/app.bsky.feed.post/3mmyepqw6tc2o,True
at://did:plc:ottofkbzucuystpjo4pd5hvn/app.bsky.feed.post/3mmyenaeiji22,True
at://did:plc:f6yya4ptvsu3cbc7mxkml66d/app.bsky.feed.post/3mmye76grws2c,True
at://did:plc:kd7uuhbinsnypsodgcpv6upj/app.bsky.feed.post/3mmycvf5i722m,True
at://did:plc:va2yfo5lakdl2ryyow5jcahm/app.bsky.feed.post/3mmycul4b4c23,True
at://did:plc:ugb7kvqrlx7n6sice7oh5un2/app.bsky.feed.post/3mmybomz6qc2b,True
at://did:plc:bmwzobesymdevsmvear6oxm7/app.bsky.feed.post/3mmyblhqcq227,True
at://did:plc:4w2p57fw5v3za6sp4arxgcmy/app.bsky.feed.post/3mmy7jwyjcc2g,True
at://did:plc:viy32lsndojndnbbqax56t5e/app.bsky.feed.post/3mmy4vsvwuk2d,True
at://did:plc:6rqkdzljzl66im2guphxte5z/app.bsky.feed.post/3mmxygfdq4k2a,True
at://did:plc:vhym2z77fpfoapmkg7jxkpyq/app.bsky.feed.post/3mmxxhct4gc2u,True
at://did:plc:mpbgue7fxsf2fdmxfvxvqlst/app.bsky.feed.post/3mmxfmt6tuk2n,True
at://did:plc:oebhdiihuxnx3ted3vj34gy3/app.bsky.feed.post/3mmxffeii5225,True
at://did:plc:pp66gvuh6w7tnshtvjxll72e/app.bsky.feed.post/3mmxeyj3jss2n,True
at://did:plc:xhwt4hrnyv3k3efdfjxqunmo/app.bsky.feed.post/3mmxeq4ixh624,True
at://did:plc:dcdj744qu2zqhswdehibppp7/app.bsky.feed.post/3mmxdh2cahs2p,True
at://did:plc:ant3yfblxrvj3nn5aj7ffwbb/app.bsky.feed.post/3mmxcaibhts2o,True
at://did:plc:kb4qdhxgenhj7k4i6lbi7m5a/app.bsky.feed.post/3mmx7u6d37c2a,True
at://did:plc:2yi64nddlqnjyvb6c6lo273u/app.bsky.feed.post/3mmx7ozcqis2l,True
at://did:plc:ah3xx43zx46g6tmdbmsmro7f/app.bsky.feed.post/3mmz7uecw5t2y,True
at://did:plc:ybyde6eyl6aaygkcfsyrqlb2/app.bsky.feed.post/3mmz7tbkpcs2x,True
at://did:plc:626hondgaubhlerdelzg5apb/app.bsky.feed.post/3mmz7se3frc2g,True
at://did:plc:626hondgaubhlerdelzg5apb/app.bsky.feed.post/3mmz7sdw3ts2g,True
at://did:plc:dn2jkgucy3acbuklxcavzghs/app.bsky.feed.post/3mmz7oc5nw22l,True
at://did:plc:yahlwcx4fucfvex2y7roprra/app.bsky.feed.post/3mmz7myrvks2f,True
at://did:plc:nzmbwnz24njyyld2hzk2l2n6/app.bsky.feed.post/3mmz7mopj5s2x,True
at://did:plc:yxwuluq3ksl4hur6mopcl5el/app.bsky.feed.post/3mmz7mfavp62n,True
at://did:plc:dphcvvemxkpmyo73kzzdrauf/app.bsky.feed.post/3mmz7hhrppy2v,True
at://did:plc:zdyyvf43jr74zdodptrad6xy/app.bsky.feed.post/3mmz7eqwf6k25,True
at://did:plc:uf6566ur4zv2h7yl4les2ygh/app.bsky.feed.post/3mmz7ccusyz22,True
at://did:plc:wr2ufm6vcab5eine6zh4nuvf/app.bsky.feed.post/3mmz7caic3k2z,True
at://did:plc:de2b26mcnrp3uc7zxg7enx7o/app.bsky.feed.post/3mmz7b2ycoc2u,False
at://did:plc:sal5vrp4pjrb5gm5omyssw52/app.bsky.feed.post/3mmz75tmi6z2a,True
