uri,toxicity_prob,toxicity_tier
at://did:plc:adxfwn3xfx43diloytfuoxzw/app.bsky.feed.post/3mmyyq2tzb22a,0.0072254855,low
at://did:plc:tymf6jjpl7xqiorkj5kfkxrk/app.bsky.feed.post/3mmyyipttqs2n,0.040925518,low
at://did:plc:rtx6csb6iivbnt2nyr7jfwm4/app.bsky.feed.post/3mmyyhm2bkc2n,0.11181668,medium
at://did:plc:vao23dmph7uezdt3gzk7nxwm/app.bsky.feed.post/3mmyydr2de22n,0.014890783,low
at://did:plc:iwph7lvihzselxoahyepgtnp/app.bsky.feed.post/3mmyy7u7fhk2u,0.05354243,low
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmyy4go7h22q,0.008544922,low
at://did:plc:x6vhainxvlubpjlqlfc6fsqr/app.bsky.feed.post/3mmyxyvk5nk2c,0.024260364,low
at://did:plc:26sqpljbaiepw3chqojsm436/app.bsky.feed.post/3mmyxxgigzs2n,0.045131154,low
at://did:plc:xqgtq6a74y3dir46oy3dm7ev/app.bsky.feed.post/3mmyxue6g6k2y,0.10089093,medium
at://did:plc:5amgldjhwzn3ns7bvtxobdhk/app.bsky.feed.post/3mmyxc3amhc25,0.11739369,medium
at://did:plc:oa6sv5tk56lwrlfultax2ene/app.bsky.feed.post/3mmyx2zs56c2p,0.16765249,medium
at://did:plc:f45rmqrfxsgogceeitwosszx/app.bsky.feed.post/3mmywmmjv2c2q,0.017466826,low
at://did:plc:f45rmqrfxsgogceeitwosszx/app.bsky.feed.post/3mmywmmjq622q,0.011623607,low
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmz7rz4eek2q,0.020607091,low
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmz5o4n5542b,0.0058432184,low
at://did:plc:eenp3mg7t6lvw5i65ivzgujy/app.bsky.feed.post/3mmz4sogvnk2h,0.004837934,low
at://did:plc:loso44gbzbpofvs2junrhc66/app.bsky.feed.post/3mmz33u67ms22,0.005686143,low
at://did:plc:eenp3mg7t6lvw5i65ivzgujy/app.bsky.feed.post/3mmyy7oxblc2v,0.00823077,low
at://did:plc:6h4yyetwtlai7c6acaucnrcf/app.bsky.feed.post/3mmyw75duw225,0.011937759,low
at://did:plc:z7sczf52yowa5fn6w35af53u/app.bsky.feed.post/3mmyrsqvfgk2u,0.52139956,medium
at://did:plc:42w75ppgdk7goly4ip7ebmrh/app.bsky.feed.post/3mmyqmjegvk26,0.13041082,medium
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmyqcfs7xw2m,0.0058432184,low
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmypxhih2c2q,0.47886392,medium
at://did:plc:hitp6zywlgwixv34r2kxvgoe/app.bsky.feed.post/3mmyppnlmqb2a,0.016838523,low
at://did:plc:hfpkv5nx444vx34nbqqkafnt/app.bsky.feed.post/3mmypgieits2b,0.012314741,low
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmyovgv4lc2q,0.050573748,low
at://did:plc:yjqekodgo25hjem4isderwak/app.bsky.feed.post/3mmyofam3us2q,0.23667802,medium
at://did:plc:vhxpr7rmohblmq4mg5q3yhga/app.bsky.feed.post/3mmynr62fbc2z,0.010429831,low
at://did:plc:dcqe6ztd46q6cbzm25fa7aex/app.bsky.feed.post/3mmykt3avm22x,0.045625936,low
at://did:plc:iczg6a2i3etk5bscga6uv6od/app.bsky.feed.post/3mmykmwsubs2e,0.019980038,low
at://did:plc:xnmkjaouspdzqv4hzvvcf3j3/app.bsky.feed.post/3mmyfbwuwwj2q,0.034513097,low
at://did:plc:vggunpnicjhemh2thquhcgth/app.bsky.feed.post/3mmyehnmod22x,0.08874765,low
at://did:plc:j4df5owui26ko3yx7hu5c6vk/app.bsky.feed.post/3mmyebjxwl22r,0.16678599,medium
at://did:plc:ul6257nlxim4rdn7i7ujruy2/app.bsky.feed.post/3mmye23smqc2w,0.30319387,medium
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmycqnjflv2b,0.0058432184,low
at://did:plc:ug7a4qjqls6jfnlr74cuqvl2/app.bsky.feed.post/3mmyc7edojc2b,0.026970858,low
at://did:plc:rvxsw2jtyf5kvoevlj6l22vk/app.bsky.feed.post/3mmyad4gexs2c,0.19986437,medium
at://did:plc:bnrbtw6jsib7wknhaet7gvcl/app.bsky.feed.post/3mmy6nhmszc26,0.5140397,medium
at://did:plc:d7peifwjyblmztynop67ujiw/app.bsky.feed.post/3mmy4o3qu3u2o,0.007822373,low
at://did:plc:zdq2sst2j4mm4tbsuroc7hsq/app.bsky.feed.post/3mmy4j32s622o,0.010304171,low
at://did:plc:4hcakeaznxxhheyymlm5fyor/app.bsky.feed.post/3mmy3slax5c2y,0.014073989,low
at://did:plc:u7hxef7qmcryysno4htqhdcb/app.bsky.feed.post/3mmy35gpun22i,0.0072569004,low
at://did:plc:2ebzd33hp2r7rws4rl4rizfl/app.bsky.feed.post/3mmy2gdgtak2k,0.013382856,low
at://did:plc:7oc6pe6qxsppluxr3ehwpg5i/app.bsky.feed.post/3mmxyelfcfr2k,0.010429831,low
at://did:plc:qzszddraggl4m5d2wskzvetl/app.bsky.feed.post/3mmxwnhmhvz2y,0.02107848,low
at://did:plc:jbsib5xuwuowvb333ipr3d7h/app.bsky.feed.post/3mmxvtjzyl22q,0.054284602,low
at://did:plc:wm5b3q2znvnatujmm46yucon/app.bsky.feed.post/3mmxvjlb4tk23,0.091913216,low
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmxvfhvvwf26,0.0058432184,low
at://did:plc:z77ilmnboc6u2763u4do7w5l/app.bsky.feed.post/3mmxr6mg2jk2k,0.007539637,low
at://did:plc:fv256ijb3ftgb6hewcujshxw/app.bsky.feed.post/3mmxn77hlp227,0.079250954,low
at://did:plc:xue5swnq6tayordlqnfretto/app.bsky.feed.post/3mmxlgy5gps2k,0.023788974,low
at://did:plc:lbfc7sn3rl27ld45wxkizbgz/app.bsky.feed.post/3mmxkxvp5dc2h,0.012943043,low
at://did:plc:62taimf2n2qfrbarj2nkxy53/app.bsky.feed.post/3mmxityxpfk2h,0.067380086,low
at://did:plc:3uwhz4hytwdinuzhmadq73dn/app.bsky.feed.post/3mmxiiumc7s2p,0.030034892,low
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmxhyjcsqz2t,0.0058432184,low
at://did:plc:5nswjcka6ohc27d34u3sy7mv/app.bsky.feed.post/3mmxeouevm22w,0.03639866,low
at://did:plc:s35z2qcycwi2ogyzogczui7x/app.bsky.feed.post/3mmx5p6mirk2k,0.050078966,low
at://did:plc:a6lliy6lr4vdui4jke7rcj7r/app.bsky.feed.post/3mmx53ggt622i,0.026499467,low
at://did:plc:wnhlwfb44kfyi4gb6yc2tvbz/app.bsky.feed.post/3mmx4r3r2xc22,0.011435116,low
at://did:plc:7shrfzwpz4mmnoc73doxithq/app.bsky.feed.post/3mmz7sadqo225,0.016964182,low
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz72z6gpp2i,0.010304171,low
at://did:plc:prnc5joiyf7mwlrcoeo4xj4r/app.bsky.feed.post/3mmz6yqrcbk2x,0.0061573703,low
at://did:plc:i4lpgcshkgqnm7tsqn64d7zx/app.bsky.feed.post/3mmz6su2mxs24,0.1893425,medium
at://did:plc:46viq7iv5ducp5e5jvsbh6mx/app.bsky.feed.post/3mmz6kklfcs2u,0.07450261,low
at://did:plc:hzjcio4lli5xqtksag2sncdx/app.bsky.feed.post/3mmz6khmafc2g,0.020607091,low
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz6cvjb372i,0.00713124,low
at://did:plc:huap3ahtpjtkrb6dyd2c62wk/app.bsky.feed.post/3mmz6ch7dwk2b,0.011560776,low
at://did:plc:e3adzvtg56lfn3wpdlfjwnoc/app.bsky.feed.post/3mmz67rwlgs2u,0.048099842,low
at://did:plc:pggdgcq644d5lppxzjyiledn/app.bsky.feed.post/3mmz66ntzda2d,0.09828771,low
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz5wsgxqp2i,0.01847211,low
at://did:plc:oitwewrtllkk22k5ftukypfl/app.bsky.feed.post/3mmz5opf3gt2k,0.0054034065,low
at://did:plc:kz3wodi4q2qkin4hcqfs66kk/app.bsky.feed.post/3mmz5i3rosk2b,0.43720075,medium
at://did:plc:smtwmk5lbhomejy6cc3hqglr/app.bsky.feed.post/3mmz55en2wc2o,0.09112182,low
at://did:plc:6eh7cqwyws7wph3xj7bywthl/app.bsky.feed.post/3mmz54xv4ac2r,0.01847211,low
at://did:plc:jp2rl3twzm5rpxwa5bbnge6j/app.bsky.feed.post/3mmz4yl7his2u,0.0131943645,low
at://did:plc:y7v3ohatw42wnod4wtls6e2t/app.bsky.feed.post/3mmz4uo3jjl2q,0.47173777,medium
at://did:plc:ajunyb5hmvbllgvrqjzi5gy5/app.bsky.feed.post/3mmz4q3yd3c2d,0.14256015,medium
at://did:plc:pd6tfrrlvqbclxvl4a2zy3bk/app.bsky.feed.post/3mmz4p75kr52i,0.02779579,low
at://did:plc:ioy3xvudekzsatjxokajse3m/app.bsky.feed.post/3mmz4lykh6s2v,0.04166769,low
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4lfd4r226,0.55739564,medium
at://did:plc:xsoucnnpbf4jehj7iju62p7g/app.bsky.feed.post/3mmz4jwpzyb2c,0.027913637,low
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4izh3ik26,0.5532103,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4e6lyyk26,0.5559701,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz4bldbj226,0.56269526,medium
at://did:plc:zfty2dfsg3woou74uazhib5t/app.bsky.feed.post/3mmz3z2go5k2r,0.057005897,low
at://did:plc:axpzyhl2p5zy5nmb2vppqvmd/app.bsky.feed.post/3mmz3ygvo5k27,0.10566349,medium
at://did:plc:e4krmzzwteov2qm2lrwaiyhs/app.bsky.feed.post/3mmz3y4hwhk2u,0.11078331,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3xhrryc26,0.5566829,medium
at://did:plc:i6silxwkmcjzp4qjfab2iomm/app.bsky.feed.post/3mmz3xaya322k,0.012880214,low
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3tcnwkk26,0.5559701,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3rwmnus26,0.6020386,medium
at://did:plc:iqk3dls76c5bztq7robb6jnd/app.bsky.feed.post/3mmz3q4mcqgf2,0.1269396,medium
at://did:plc:mec75muei3zce23djcw2afqa/app.bsky.feed.post/3mmz3nuojgw25,0.07845957,low
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3npetnc26,0.6020386,medium
at://did:plc:z2d5kwuo6iruguposfljsx64/app.bsky.feed.post/3mmz3jgm6vs2a,0.019351736,low
at://did:plc:ujqjkkshssjfetjjunz64yyh/app.bsky.feed.post/3mmz3hmk2x22u,0.36095104,medium
at://did:plc:auosi5l2g76gykunujwg3cga/app.bsky.feed.post/3mmz3hdhxqk2n,0.018849092,low
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3fker2226,0.54823303,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3d765d226,0.53579444,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz3a522vk26,0.56269526,medium
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz34c6cik26,0.54823303,medium
at://did:plc:5nwxaklwb5khhyvwjqm7htac/app.bsky.feed.post/3mmz2z3nzqk2n,0.045131154,low
at://did:plc:hoggkvllepdburz27lrs4k7q/app.bsky.feed.post/3mmz2ybgrcc2b,0.06817148,low
at://did:plc:6h32tbiuz6ptigvkkrx2jkrz/app.bsky.feed.post/3mmz2yalsyk26,0.52139956,medium
at://did:plc:vtmv733c234ewi24w2edzxjd/app.bsky.feed.post/3mmz2vuwgmk2j,0.4269174,medium
at://did:plc:jz46bc3dfdz4manpm4y2qyqs/app.bsky.feed.post/3mmz2vnyjzs2d,0.033334624,low
at://did:plc:af42ynj22io4xdgpkz7b77ew/app.bsky.feed.post/3mmz2vccfes2n,0.51869136,medium
at://did:plc:6zuvtiklilz3ihynwdy52jn6/app.bsky.feed.post/3mmz2rvmals2p,0.10826672,medium
at://did:plc:f5oinzvc4mec6w27y2k77v65/app.bsky.feed.post/3mmz2pqoxei25,0.014136819,low
at://did:plc:4ypydtsxlmkfyoyoxb26o4wd/app.bsky.feed.post/3mmz2lmwels2f,0.29953843,medium
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmz2f45ap222,0.40891263,medium
at://did:plc:yxvquynjzxk4eexepivljnts/app.bsky.feed.post/3mmz2bfq4uf2m,0.46982017,medium
at://did:plc:fec3u6wzrcgti2k4mrp2hfux/app.bsky.feed.post/3mmz26z3w222w,0.2922276,medium
at://did:plc:jswt5hsgftd3xjinioie4e37/app.bsky.feed.post/3mmz26s73n22c,0.36043653,medium
at://did:plc:a4atdflwb3bimuph4jbhuse3/app.bsky.feed.post/3mmz23qpta22i,0.0043038763,low
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmz225w3s222,0.06896287,low
at://did:plc:dutvbtidkzyzyurmpiq4zbpx/app.bsky.feed.post/3mmyzynoq3s2o,0.09785384,low
at://did:plc:zrh3ge3debjxtaeyc32wnndq/app.bsky.feed.post/3mmz7eap5x227,0.009173225,low
at://did:plc:2wyta7nppx2mfk7gacwxsqr6/app.bsky.feed.post/3mmz5uotq4c2t,0.11057663,medium
at://did:plc:fvqtpn5xua5sobf2s4nr2jf3/app.bsky.feed.post/3mmz5jzufys2g,0.022139108,low
at://did:plc:ew3npkvqvbrqbkxbeklaad2b/app.bsky.feed.post/3mmz5jvkgay22,0.05898502,low
at://did:plc:jixuledxwe4cjmrkkil4akvl/app.bsky.feed.post/3mmz4wpnm722w,0.50759226,medium
at://did:plc:6e2uqumh7x42shb6zhca45ry/app.bsky.feed.post/3mmz4qxzwpk2v,0.07371122,low
at://did:plc:ivd76aneuqrstpbkzoyokkzi/app.bsky.feed.post/3mmz4axdpos2e,0.36095104,medium
at://did:plc:uduaobssawxzpw37bvnb6ecn/app.bsky.feed.post/3mmz4agi53k2a,0.09872158,low
at://did:plc:nreoc6lbmfdgciqb6htdhawl/app.bsky.feed.post/3mmz3e4y3os2v,0.27975297,medium
at://did:plc:5qbf7iuc4ue2tiyhufwyvbp2/app.bsky.feed.post/3mmz2vwv5hc2k,0.19870108,medium
at://did:plc:uopituhzgetwgfpnkpe7fiku/app.bsky.feed.post/3mmz2cgkquc2w,0.3048984,medium
at://did:plc:ap2tcp3nhtwwxtfijevobxzg/app.bsky.feed.post/3mmz2c2bmrs2r,0.056263726,low
at://did:plc:hdsuno4mbeea7c6vyipevt2r/app.bsky.feed.post/3mmz23umnek2g,0.91625386,high
at://did:plc:gsk4ru2wtc6hxcrqv4mr26fj/app.bsky.feed.post/3mmyzkkeaw22w,0.7510937,high
at://did:plc:bchtugeqt3bw4vqz24qc73hw/app.bsky.feed.post/3mmyz62x6rk2f,0.3811502,medium
at://did:plc:isvv7wuteqfpss7zei7zy7a6/app.bsky.feed.post/3mmyybfwv722s,0.37751234,medium
at://did:plc:wjkj5bmui5kuzsfrxgtq43g5/app.bsky.feed.post/3mmyy3olgfs2g,0.6989911,medium
at://did:plc:isvv7wuteqfpss7zei7zy7a6/app.bsky.feed.post/3mmyy2lzkpk2s,0.50503236,medium
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyxnugbx22t,0.37751234,medium
at://did:plc:xgkx5ptpt2crlmtlzr4mjivh/app.bsky.feed.post/3mmyxhzlnk22a,0.050326355,low
at://did:plc:yg5opdxtxd5dbo5zxingdqj7/app.bsky.feed.post/3mmyxccp5bd2y,0.52272606,medium
at://did:plc:v2dhcxmzkcse6ufkbmhqlj2o/app.bsky.feed.post/3mmyx63g7da2w,0.009110395,low
at://did:plc:qs37yyyoiic4ufqzywslcrh4/app.bsky.feed.post/3mmyx3jhf7k2q,0.2922276,medium
at://did:plc:xdrmdificlltovjippwxtyl5/app.bsky.feed.post/3mmywlhx75224,0.5972042,medium
at://did:plc:5yqijy7xxlw6ekucc35njyke/app.bsky.feed.post/3mmywctru7k2j,0.78855824,high
at://did:plc:e4hhpvt2ozbklfcqcc7pce6o/app.bsky.feed.post/3mmyvm66erk2r,0.28087774,medium
at://did:plc:3c32rkdtncyshht5xnrt23zj/app.bsky.feed.post/3mmyv3lfyrk27,0.60152835,medium
at://did:plc:ndwtrg3nilxu7hc6l7zqwlpn/app.bsky.feed.post/3mmyukdfxqs2z,0.028031485,low
at://did:plc:paejvikjv5occibgxbge2kii/app.bsky.feed.post/3mmytwpywvs2d,0.08637348,low
at://did:plc:paejvikjv5occibgxbge2kii/app.bsky.feed.post/3mmytwpyn5c2d,0.2648175,medium
at://did:plc:esfuynq6e5yxpkcitfucp7eo/app.bsky.feed.post/3mmyswu4qj22g,0.17805049,medium
at://did:plc:s7b72q66wdfnjnye2efelftg/app.bsky.feed.post/3mmysptv7d22t,0.04240986,low
at://did:plc:a522viaokkdmy4bq3uxhiyry/app.bsky.feed.post/3mmyrlfwfz22m,0.032863233,low
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyquxr4nd2x,0.06579731,low
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyquxkiq32x,0.03734144,low
at://did:plc:kxyfllssuk6fvy35d5c6m6uk/app.bsky.feed.post/3mmyqos4yl22g,0.40614098,medium
at://did:plc:fvrapn7w2ftb5677mg2sls4o/app.bsky.feed.post/3mmyqbti6z223,0.4850187,medium
at://did:plc:i3jd24ocs6yrsxbk4njb2rqo/app.bsky.feed.post/3mmypzvngcc2v,0.015016444,low
at://did:plc:zqd5n7bblmxw2qhkicimgmix/app.bsky.feed.post/3mmypz3dkts2s,0.058737632,low
at://did:plc:zjklcfgk2spfrkeubi22rzan/app.bsky.feed.post/3mmypx6o7sc22,0.017466826,low
at://did:plc:hbwijwmg4sr4zma6pr6soxov/app.bsky.feed.post/3mmypuld63s22,0.20705862,medium
at://did:plc:5otyxwigslrvse4mqe5ag2ol/app.bsky.feed.post/3mmypntotkc2b,0.038048524,low
at://did:plc:hl665htx3p4kbx6x24b5bgj2/app.bsky.feed.post/3mmypntll2k24,0.024731753,low
at://did:plc:xjhfhjerurn4wuxxvfc7rpc5/app.bsky.feed.post/3mmypgay4fc22,0.12520397,medium
at://did:plc:ns6mew63gkgvftflpcl2xx5x/app.bsky.feed.post/3mmyp6dfqsl2k,0.03875561,low
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyp4mxszl2x,0.43965456,medium
at://did:plc:kpcgjjfuvvj7jdn6dpsy73eq/app.bsky.feed.post/3mmyp3ffre22c,0.37751234,medium
at://did:plc:wocrel6befosrtgafbfc6hlk/app.bsky.feed.post/3mmyoqkfz222i,0.32236105,medium
at://did:plc:hpk2qicem7kz7u7a2gyi3ajh/app.bsky.feed.post/3mmyomn72f22d,0.025792383,low
at://did:plc:6cuhyh72wwthjmwrcnob5b62/app.bsky.feed.post/3mmyokpac5c2h,0.19893374,medium
at://did:plc:mwkuptzfe3lok6ffriscmmhy/app.bsky.feed.post/3mmyoavj66s2u,0.07845957,low
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmyn7qp6pc2x,0.51980776,medium
at://did:plc:ptvepzw6aoqfknexjbn7v2el/app.bsky.feed.post/3mmymvnbl7c2x,0.03781283,low
at://did:plc:2melr6mzubhzqajoduym7eeq/app.bsky.feed.post/3mmyzsfkz5k22,0.147767,medium
at://did:plc:25towud5ixs5i6x6rnn7qmw3/app.bsky.feed.post/3mmyw6bmhhc2m,0.041915078,low
at://did:plc:e4hhpvt2ozbklfcqcc7pce6o/app.bsky.feed.post/3mmyw4mulqc2r,0.45090583,medium
at://did:plc:sr3cp7q3p7zrnb6r276syycf/app.bsky.feed.post/3mmyvsjibqy2p,0.028974265,low
at://did:plc:qgimsdoqyxdklecbembcwvc5/app.bsky.feed.post/3mmyvmp3uvk2w,0.085582085,low
at://did:plc:phoeuobk2oxajp7qkdryfjwo/app.bsky.feed.post/3mmyucq4c5k26,0.016587202,low
at://did:plc:66xhjlkx4fhuyvotrieiztbm/app.bsky.feed.post/3mmyt4fy6ic2t,0.28674445,medium
at://did:plc:sfsowlsdggzs2wz5vvhelylf/app.bsky.feed.post/3mmyoot6dmc2z,0.4269174,medium
at://did:plc:i3hdbblocify4nx6d2sszuql/app.bsky.feed.post/3mmyfqq4bi225,0.031684756,low
at://did:plc:5zqjavyvxgpqup52vic4whgn/app.bsky.feed.post/3mmyapo2aqc22,0.25462922,medium
at://did:plc:u2cn5xb7qkvb6pu6ydmshyta/app.bsky.feed.post/3mmy6nxrryu26,0.004869349,low
at://did:plc:ytvcng5tektt3zrqlxtjhtep/app.bsky.feed.post/3mmy2cj6mss2q,0.057005897,low
at://did:plc:onosb7hressea4vw5yyiajsk/app.bsky.feed.post/3mmy2aml7c22f,0.022139108,low
at://did:plc:7m4mxuours4cjhrm5exausy5/app.bsky.feed.post/3mmxvq2s7ic2e,0.17025198,medium
at://did:plc:mb74medxp5ft5aha4noes2h4/app.bsky.feed.post/3mmxo7sua7s2r,0.39021665,medium
at://did:plc:qdr5l6todja5wv7kzsn56mv6/app.bsky.feed.post/3mmxknyu25s2r,0.5885171,medium
at://did:plc:afj3o7yatzf64x5gekjalbad/app.bsky.feed.post/3mmxken3yts2k,0.49139655,medium
at://did:plc:st535ku3pt3iqhksgcwtvfvq/app.bsky.feed.post/3mmx7tu2lic2g,0.6989911,medium
at://did:plc:de2b26mcnrp3uc7zxg7enx7o/app.bsky.feed.post/3mmx5x4xmwc2g,0.38601747,medium
at://did:plc:tzj3f7pdfqbhmnwqcfaldmcv/app.bsky.feed.post/3mmx4fp6mrs2d,0.16245349,medium
at://did:plc:mwuefy4n3swcxw5dzeeeufg4/app.bsky.feed.post/3mmx34krktc2f,0.15656179,medium
at://did:plc:sltg7gg4yo2n3di6quug7ayy/app.bsky.feed.post/3mmwzp3gobk2p,0.08241652,low
at://did:plc:geqs6en4gtc67hvwobohy2uc/app.bsky.feed.post/3mmwyidu56c2u,0.008293601,low
at://did:plc:4ukatsh4olqx76bkdxj2rwmn/app.bsky.feed.post/3mmwx5eqixr2p,0.031449065,low
at://did:plc:4ukatsh4olqx76bkdxj2rwmn/app.bsky.feed.post/3mmwx5eqixq2p,0.024378212,low
at://did:plc:icdtlkkcasrca7fax7vvq5po/app.bsky.feed.post/3mmwv3b2ttk2e,0.6289369,medium
at://did:plc:qgv3qtybvsl3jfmgi453vgbc/app.bsky.feed.post/3mmwuze7ifs2w,0.08716487,low
at://did:plc:al4gzqb5b4pnio3tj4ydha4c/app.bsky.feed.post/3mmwuojgczs2a,0.03875561,low
at://did:plc:g53qeu4ccuticcil7hoqd4il/app.bsky.feed.post/3mmwuf3he6s24,0.012000589,low
at://did:plc:wdtwancdfrucjhz55jl4avga/app.bsky.feed.post/3mmwsuros2p2o,0.014011159,low
at://did:plc:df6hugxknby3dd6ste553aex/app.bsky.feed.post/3mmwsjcimoy2u,0.015581916,low
at://did:plc:d63bnayyde4ofavshjaqxgau/app.bsky.feed.post/3mmwsa7ujuy2q,0.015581916,low
at://did:plc:ujvgsqiuj3cbfhtmzlr3hwsb/app.bsky.feed.post/3mmws3pm5x22q,0.33421695,medium
at://did:plc:56jgipufrq2rypjjfhnv4ufo/app.bsky.feed.post/3mmwrwy7qhk2b,0.034513097,low
at://did:plc:wgm4ommvltbrdsr7bbygkzcr/app.bsky.feed.post/3mmwqyhaeq22s,0.15656179,medium
at://did:plc:75dopidsrwpadtzolnpe5g4g/app.bsky.feed.post/3mmwqboeqlv2g,0.027560094,low
at://did:plc:dn2jkgucy3acbuklxcavzghs/app.bsky.feed.post/3mmwpkeahbc2p,0.63782936,medium
at://did:plc:54blq35yjjlsprwhyfzmhp56/app.bsky.feed.post/3mmwnwvb5fs2y,0.7701451,high
at://did:plc:vgecb4gqqyz2yhegu5cu73dj/app.bsky.feed.post/3mmwnvhaobc2c,0.037105743,low
at://did:plc:fc2gusbhlelz43l7oexi5zq4/app.bsky.feed.post/3mmwmncuhac2f,0.049336795,low
at://did:plc:wknnk4h7rdluxzgpzygfjwrd/app.bsky.feed.post/3mmwmbblwk22d,0.30854854,medium
at://did:plc:s7v5f35fc72k7jq4lfjntwhh/app.bsky.feed.post/3mmwm5qeq5s2c,0.30527395,medium
at://did:plc:xfeok6faghfkzhflk4tpfzmn/app.bsky.feed.post/3mmwm4hnzn22g,0.47473195,medium
at://did:plc:i4tgn42sadgvr3hkslicvpjs/app.bsky.feed.post/3mmz6vohdes2x,0.27412915,medium
at://did:plc:pelcx6335zuov2bi6kday2q6/app.bsky.feed.post/3mmz6hfw76s2p,0.07608539,low
at://did:plc:iwqdab3ifz6ooighwhslpiiz/app.bsky.feed.post/3mmz5vdw37x2w,0.16765249,medium
at://did:plc:l5frbcjkce3qevn46zgjkzxm/app.bsky.feed.post/3mmz5eioels2r,0.29771072,medium
at://did:plc:ttmxxh26a6xgbfl4e7ub3imf/app.bsky.feed.post/3mmz4skmcsc2k,0.47886392,medium
at://did:plc:aiz2o3hhpuwzv54rpbywqu2y/app.bsky.feed.post/3mmz4a5jsy22k,0.29953843,medium
at://did:plc:3hkvjk3s7etvwhpqxbeb6trk/app.bsky.feed.post/3mmz2dirf6k2t,0.44002727,medium
at://did:plc:z4azwfwdyessd4xpcw2wsiin/app.bsky.feed.post/3mmyzoknj3c2y,0.102192536,medium
at://did:plc:bhpniugmbkajtm2udbf4ejd3/app.bsky.feed.post/3mmyyvpz62c2z,0.20312156,medium
at://did:plc:rqj747cvjmyfw27lziydwp4u/app.bsky.feed.post/3mmyyutxx4c2b,0.40060925,medium
at://did:plc:eq5x2rk6bzp4esklll6wwwka/app.bsky.feed.post/3mmyxlyq6vk2j,0.28547668,medium
at://did:plc:goqh2c3wbkm5ff3swd2y4vtx/app.bsky.feed.post/3mmywisz7kc22,0.25462922,medium
at://did:plc:6sytjlbkpq4affd5wbcvrfce/app.bsky.feed.post/3mmywbwhcz22j,0.04711028,low
at://did:plc:eej4ojwagi3xfdux5frlxzo2/app.bsky.feed.post/3mmyv45s53k2d,0.39441586,medium
at://did:plc:bw4kavxmgig3gooadg5ldvhp/app.bsky.feed.post/3mmytpkaeok23,0.00065971824,low
at://did:plc:jz46bc3dfdz4manpm4y2qyqs/app.bsky.feed.post/3mmyt2g5eek25,0.15545623,medium
at://did:plc:y2sxmjqjfshio4rw4wfrg7td/app.bsky.feed.post/3mmysg7dt3c2a,0.01017851,low
at://did:plc:y2sxmjqjfshio4rw4wfrg7td/app.bsky.feed.post/3mmysfvw5r22a,0.008921904,low
at://did:plc:p6phcjwkds5okrj5wuuhrxxn/app.bsky.feed.post/3mmysbyeu2c2u,0.6588125,medium
at://did:plc:eqynp52b6yfxo6t2wgqridwg/app.bsky.feed.post/3mmyrvznzmc2f,0.075294,low
